"Name","Rank","Generic.Name","Authors..Pub..","Publication","Authors..Book.","Book","Volume","Fascicle","Page.number","Year","Parent.Taxon","Fossil.Status","ID","Authors..Name.","Journal","Annee.Jahrgang","Issue","Type","Вasionym.Generic.Name","Original.spelling","Вasionym.Infrageneric.Name","Edition","Replaced.Name","Designated.by","Non.fossil","Diagnosis"
"Cordaites Sparsistomites","Subgenus","[Genus] Cordaites","Meyen S. V. ","Izuchenie epidermisa kordaitov iz Kuznetzkogo bassejna (opyt podrodovoj klassifikatsii) [1964/11]",NA,NA,"49",NA,"1535","1964","[Genus] Cordaites","leaves","62EAEB64-BE5B-4FF4-9737-F6F92C1DE976",NA,"Botanicheskii Zhurnal",NA,"11","Cordaites leismanii",NA,NA,NA,NA,NA,NA,NA,NA
"Cornus Dunstania","Subgenus","[Genus] Cornus","Chandler M. E. J. ","Flora of the Lower Headon beds of Hampshire and the Isle of Wight [1961/5]",NA,NA,"5",NA,"144","1961",NA,NA,"C9494BA2-1879-4E37-91AB-533D83DFE58D",NA,"Bulletin of the British Museum (Natural History)",NA,"5",NA,"[Genus] Dunstania",NA,NA,NA,NA,NA,NA,NA
"Credneria Chondrophyllum","Section","[Genus] Credneria","Velenovský J. ","Die Flora der böhmischen Kreideformation, Theil I [1882/1]",NA,NA,"2",NA,"10","1882",NA,NA,"0AD60514-0A95-1159-7694-93CF3D737138",NA,"Beiträge zur Paläontologie Österreich-Ungarns und des Orients",NA,"1-2",NA,"[Genus] Chondrophyllum",NA,NA,NA,NA,NA,NA,NA
"Credneria Ettingshausenia","Section","[Genus] Credneria","Velenovský J. ","Die Flora der böhmischen Kreideformation, Theil I [1882/1]",NA,NA,"2",NA,"10","1882",NA,NA,"BD576FF3-3A60-A889-4AF6-6FCFE2586C25",NA,"Beiträge zur Paläontologie Österreich-Ungarns und des Orients",NA,"1-2",NA,"[Genus] Ettingshausenia",NA,NA,NA,NA,NA,NA,NA
"Ctenis Ctenidiopsis","Subgenus","[Genus] Ctenis","Raciborski M. ","Flora kopalna krakowskich glin ogniotrwałych Część I [1890/2]",NA,NA,NA,NA,"32, 34","1890","[Genus] Ctenis","foliage","17B1E059-5AD3-2928-0CFD-AC1628F2E2F8",NA,"Anzeiger der Akademie der Wissenschaften in Krakau","1890","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cupressinoxylon Cupressinium","Unranked","[Genus] Cupressinoxylon","Mercklin C. E. ","Palaeodendrologikon Rossicum [1856/4]","Mercklin C. E. ","Palaeodendrologikon Rossicum",NA,NA,"75","1856","[Genus] Cupressinoxylon","stems (wood)","629D29EE-2CCD-4AE3-A44A-DD8A3D664FF8",NA,NA,NA,NA,"Cupressinoxylon brevernii",NA,NA,NA,NA,NA,NA,NA,NA
"Cupressinoxylon Juniperinium","Unranked","[Genus] Cupressinoxylon","Mercklin C. E. ","Palaeodendrologikon Rossicum [1856/4]","Mercklin C. E. ","Palaeodendrologikon Rossicum",NA,NA,"75","1856","[Genus] Cupressinoxylon","stems (wood)","64E3840E-B9FA-49B5-B685-9240BB71F8A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cupressinoxylon Sequoinium","Unranked","[Genus] Cupressinoxylon","Mercklin C. E. ","Palaeodendrologikon Rossicum [1856/4]","Mercklin C. E. ","Palaeodendrologikon Rossicum",NA,NA,"75","1856","[Genus] Cupressinoxylon","stems (wood)","F24E5987-8FEC-4DB2-99D1-5C2BEFEE256A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cupressinoxylon Taxodinium","Unranked","[Genus] Cupressinoxylon","Mercklin C. E. ","Palaeodendrologikon Rossicum [1856/4]","Mercklin C. E. ","Palaeodendrologikon Rossicum",NA,NA,"75","1856","[Genus] Cupressinoxylon","stems (wood)","221D8255-0D25-4D65-AE6C-334F482F799B",NA,NA,NA,NA,"Cupressinoxylon distichum",NA,NA,NA,NA,NA,NA,NA,NA
"Cupressinoxylon Thuinium","Unranked","[Genus] Cupressinoxylon","Mercklin C. E. ","Palaeodendrologikon Rossicum [1856/4]","Mercklin C. E. ","Palaeodendrologikon Rossicum",NA,NA,"75","1856","[Genus] Cupressinoxylon","stems (wood)","3886DB67-3936-4608-AF0A-3AE35C0D6AEA",NA,NA,NA,NA,"Cupressinoxylon kiprianovii",NA,NA,NA,NA,NA,NA,NA,NA
"Cycadeospermum Leiocycadeospermum","Subgenus","[Genus] Cycadeospermum","Maire R. ","Note sur un nouveau Cycadeospermum de l'Oxfordien [1897/5]",NA,NA,"5",NA,"392","1897",NA,"seeds","2A1AAC9A-CA45-C379-A190-12692B3FD7FC",NA,"Bulletin de l’Herbier Boissier",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cycadeospermum Pleurocycadeospermum","Subgenus","[Genus] Cycadeospermum","Maire R. ","Note sur un nouveau Cycadeospermum de l'Oxfordien [1897/5]",NA,NA,"5",NA,"392","1897",NA,"seeds","05875052-91F1-A0CC-763F-CE3893FDFAB8",NA,"Bulletin de l’Herbier Boissier",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cycadites Mantellia","Subgenus","[Genus] Cycadites","Miquel F. A. W. ","Monographia Cycadearum [1842/1]","Miquel F. A. W. ","Monographia Cycadearum",NA,NA,"34","1842",NA,NA,"F5E93375-8ABE-4A2E-AE5D-13F3B4A5BEBC",NA,NA,NA,NA,NA,"[Genus] Mantellia",NA,NA,NA,NA,NA,NA,NA
"Cycadolepis Eury-Cycadolepis","Subgenus","[Genus] Cycadolepis",NA,"Not defined (in editing)",NA,NA,NA,NA,"96",NA,NA,"scales","76FF0B1D-96E1-48DC-8F00-78CF93F3CBDF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Adianthoides","Section","[Genus] Cyclopteris","Lesquereux L. C. ","Description of the fossil plants found in the anthracitic and bituminous coal-measures of Pennsylvania [1859/2]","Rogers H. D. ","The Geology of Pennsylvania","2","2","855","1859",NA,"foliage","D089E03B-0FC9-6E23-8CD1-F2F4BC32FB78",NA,NA,NA,NA,"Cyclopteris flabellata",NA,NA,NA,"1858",NA,NA,NA,NA
"Cyclopteris Adiantites","Unranked","[Genus] Cyclopteris","Göppert H. R. ","Fossile Flora des Übergangsgebirges [1852/11]",NA,NA,"22",NA,"161","1852","[Genus] Cyclopteris","foliage","28B7E03D-7F57-C2FC-BC52-D62CE04B60FC",NA,"Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum",NA,"Suppl.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Aneimites","Subgenus","[Genus] Cyclopteris","Dawson J. W. ","On new tree-ferns and other fossils from the Devonian [1871/8]",NA,NA,"27",NA,"270","1871",NA,NA,"C1F40521-EB61-489F-9C32-D12384A6D0C7",NA,"Quarterly Journal of the Geological Society of London","Part I","107",NA,"[Genus] Aneimites",NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Aneimites","Subgenus","[Genus] Cyclopteris","Dawson J. W. ","On an undescribed fossil fern from the Lower coal-measures of Nova Scotia [1860/12]",NA,NA,"5",NA,"461","1860","[Genus] Cyclopteris","foliage","F2E553F7-667D-4F70-8740-A64A0ECBB089",NA,"Canadian naturalist and geologist",NA,"6","Cyclopteris acadica",NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Archaeopteris","Subgenus","[Genus] Cyclopteris","Dawson J. W. ","Fossil Plants of the Devonian and Upper Silurian formations of Canada [1871/12]","Dawson J. W. ","Fossil Plants of the Devonian and Upper Silurian formations of Canada",NA,NA,"48","1871","[Genus] Cyclopteris","foliage","2C85BF63-F5D1-44E4-8651-EFA2AE92B291",NA,NA,NA,NA,"Cyclopteris hibernica",NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Eucyclopterides","Unranked","[Genus] Cyclopteris","Göppert H. R. ","Fossile Flora des Übergangsgebirges [1852/11]",NA,NA,"22",NA,"161","1852","[Genus] Cyclopteris","foliage","33301B58-2666-4674-8EA5-7DC999DC9ADC",NA,"Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum",NA,"Suppl.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Eucyclopteris","Subgenus","[Genus] Cyclopteris","Koechlin-Schlumberger J. É. Schimper W. ","Mémoire sur le terrain de transition des Vosges [1862/9]","Koechlin-Schlumberger J. É. Schimper W. ","Mémoire sur le terrain de transition des Vosges",NA,NA,"340","1862",NA,"foliage","A98BBE36-5C96-519C-2922-96191B7DB6F1","Schimper W. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Neuropteris","Subgenus","[Genus] Cyclopteris","Dawson J. W. ","On the conditions of the deposition of coal, more especially as illustrated by the coal-formation of Nova Scotia and New Brunswick [1866/5]",NA,NA,"22",NA,"153","1866",NA,NA,"5A30F902-FDC2-4346-8197-B9155BF181EE",NA,"Quarterly Journal of the Geological Society of London","Part I","2=86",NA,NA,NA,"Filicites [Section] Neuropteris",NA,NA,NA,NA,NA
"Cyclopteris Neuropteroides","Section","[Genus] Cyclopteris","Lesquereux L. C. ","Description of the fossil plants found in the anthracitic and bituminous coal-measures of Pennsylvania [1859/2]","Rogers H. D. ","The Geology of Pennsylvania","2","2","855","1859",NA,"foliage","7F16042C-36B5-237F-DDDE-85388E675729",NA,NA,NA,NA,NA,NA,NA,NA,"1858",NA,NA,NA,NA
"Cyclopteris Neuropteroides","Subgenus","[Genus] Cyclopteris","Koechlin-Schlumberger J. É. Schimper W. ","Mémoire sur le terrain de transition des Vosges [1862/9]","Koechlin-Schlumberger J. É. Schimper W. ","Mémoire sur le terrain de transition des Vosges",NA,NA,"338","1862",NA,"foliage","AAA2C106-EEC1-8986-8AC6-66342DACC973","Schimper W. ",NA,NA,NA,NA,NA,NA,NA,NA,"Cyclopteris [Unranked] Neuropteroides",NA,NA,NA
"Cyclopteris Neuropteroides","Unranked","[Genus] Cyclopteris","Göppert H. R. ","Fossile Flora des Übergangsgebirges [1852/11]",NA,NA,"22",NA,"161","1852","[Genus] Cyclopteris","foliage","FB5D5B49-6EA5-4D30-2123-7625403D2FF4",NA,"Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum",NA,"Suppl.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopteris Odontopteroides","Section","[Genus] Cyclopteris","Lesquereux L. C. ","Description of the fossil plants found in the anthracitic and bituminous coal-measures of Pennsylvania [1859/2]","Rogers H. D. ","The Geology of Pennsylvania","2","2","855","1859",NA,"foliage","14EE3838-8BB0-845E-1BF6-C92AB3FCA646",NA,NA,NA,NA,NA,NA,NA,NA,"1858",NA,NA,NA,NA
"Cyclostigma Eucyclostigma","Subgenus","[Genus] Cyclostigma","Broili F. ","Ein ?Pflanzenrest aus den Hunsrückschiefern [1929/3]",NA,NA,NA,NA,"194","1929","[Genus] Cyclostigma","stems","54517664-D2E7-45FA-995E-FA0A2A1354E7",NA,"Sitzungsberichte der mathematisch-naturwissenschaftlichen Abteilung der Bayerischen Akademie der Wissenschaften zu München","1928","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclostigma Pinakodendron","Subgenus","[Genus] Cyclostigma","Broili F. ","Ein ?Pflanzenrest aus den Hunsrückschiefern [1929/3]",NA,NA,NA,NA,"194","1929","[Genus] Cyclostigma","stems","230D7633-1F4A-4437-B81C-CBF73515DA23",NA,"Sitzungsberichte der mathematisch-naturwissenschaftlichen Abteilung der Bayerischen Akademie der Wissenschaften zu München","1928","3",NA,NA,"Pinacodendron",NA,NA,NA,NA,NA,NA
"Dadoxylon Colymboxylon","Unranked","[Genus] Dadoxylon","Hartig T. ","Beiträge zur Geschichte der Pflanzen und zur Kenntniss der norddeutschen Braunkohlen-Flora (Fortsetzung) [1848/2]",NA,NA,"6",NA,"140","1848",NA,"stems (wood)","22A771EC-755F-4A79-E61F-7F5C2CC5A045",NA,"Botanische Zeitung",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dadoxylon Medulloxylon","Unranked","[Genus] Dadoxylon","Hartig T. ","Beiträge zur Geschichte der Pflanzen und zur Kenntniss der norddeutschen Braunkohlen-Flora (Fortsetzung) [1848/2]",NA,NA,"6",NA,"140","1848",NA,"stems (wood)","8E0CE8D7-FCA7-5F80-B1A0-A619068EF3CA",NA,"Botanische Zeitung",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Debeya Dewalquea","Subgenus","[Genus] Debeya","Halamski A. T. ","Latest Cretaceous leaf floras from south-eastern Poland and western Ukraine [2013/6]",NA,NA,"58",NA,"419","2013",NA,NA,"DB633248-D573-DADE-A98D-973AC3B67C47",NA,"Acta Palaeontologica Polonica",NA,"2",NA,"[Genus] Dewalquea",NA,NA,NA,NA,NA,NA,NA
"Dictyophyllum Camptopteris","Subgenus","[Genus] Dictyophyllum","Nathorst A. G. ","Om floran i Skånes kolförande bildningar I [1886]",NA,NA,NA,NA,"117","1886",NA,NA,"583EC6BD-CDC5-F9FA-3995-F3CFACA061C1",NA,"Sveriges Geologiska Undersökning",NA,"85",NA,"[Genus] Camptopteris",NA,NA,NA,NA,NA,NA,NA
"Discopteris Acrotheca","Section","[Genus] Discopteris","Stockmans F. Mathieu F. F. ","La flore paléozoïque du bassin houiller de Kaiping (Chine) [1939/12]","Stockmans F. Mathieu F. F. ","La stratigraphie du bassin houiller de Kaiping (Chine) / La flore paléozoïque du bassin houiller de Kaiping (Chine)",NA,NA,"58","1939",NA,"foliage","3338CFBF-EC53-48D5-A299-94A97276C946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Divisisporites Divisoidae","Section","[Genus] Divisisporites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"51","1953","[Genus] Divisisporites","sporae dispersae","9496AEB5-2493-477E-BFBF-6278900940FD","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Divisisporites Partitoidae","Section","[Genus] Divisisporites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"51","1953","[Genus] Divisisporites","sporae dispersae","A8EDC269-643D-44AF-801D-40AB29D98277","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doratophyllum Bjuvia","Subgenus","[Genus] Doratophyllum","Samylina V. A. ","Novye tsikadofity iz mezozojskikh otlozhenij r. Aldana [New cycadophytes from the Mesozoic sediments of Aldan river] [1956/11]",NA,NA,"41",NA,"1336","1956",NA,NA,"5E22F186-6221-4D77-929C-682DFD0B2ADF",NA,"Botanicheskii Zhurnal",NA,"9",NA,"[Genus] Bjuvia",NA,NA,NA,NA,NA,NA,NA
"Dryophyllum Dryophanes","Section","[Genus] Dryophyllum","Debey M. H. ","Sur les feuilles querciformes des sables d'Aix-la-Chapelle [1881/3]","Debey M. H. ","Sur les feuilles querciformes des sables d'Aix-la-Chapelle",NA,NA,"8 [91]","1881",NA,"leaves","A207D5AB-0603-1755-02F0-FA87FB97A4A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryophyllum Eudryophyllum","Section","[Genus] Dryophyllum","Debey M. H. ","Sur les feuilles querciformes des sables d'Aix-la-Chapelle [1881/3]","Debey M. H. ","Sur les feuilles querciformes des sables d'Aix-la-Chapelle",NA,NA,"4 [87]","1881",NA,"leaves","0C304394-0BAD-73E2-77A6-1FC561E60B55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryophyllum Eudryophyllum","Section","[Genus] Dryophyllum","Kreczetowicz L. M. ","Novyj vid kashtanoduba, Dryophyllum rossicum sp. nov., i ego nakhodka v peschanikakh bliz s. Shovskogo Tambovskoj gub. [1929]",NA,NA,"7",NA,"60","1929","[Genus] Dryophyllum","leaves","A6379A14-DF66-4E45-AE43-EB081AD3CE30",NA,"Byulleten’ Moskovskogo Obshchestva Ispytatelei Prirody",NA,"1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dvinella Ardengostella","Subgenus","[Genus] Dvinella","Perret M.-F. Vachard D. ","Algues et pseudo-algues des calcaires Serpoukhoviens d'Ardengost (Hautes-Pyrénées) [1977/4-6]",NA,NA,"63",NA,"41","1977","[Genus] Dvinella","thallus (calcareous)","5AB64375-2F69-A669-78C4-D2C18C750249",NA,"Annales de Paléontologie",NA,"2","Dvinella perretae",NA,NA,NA,NA,NA,NA,NA,NA
"Engelhardia Palaeocarya","Section","[Genus] Engelhardia","Knobloch E. Kvaček Z. ","Miozäne Blätterfloren vom Westrand der Böhmischen Mässe [1976/11]",NA,NA,NA,NA,"27, 28","1976",NA,NA,"74C446FF-EDBE-4872-B148-CDFAD9FA4AA8",NA,"Rozpravy Ústředního ústavu geologického",NA,"42",NA,"[Genus] Palaeocarya",NA,NA,NA,NA,NA,NA,NA
"Eoeuryale Tomskiella","Section","[Genus] Eoeuryale","Dorofeev P. I. ","Nymphaeaceae [1975/3]","Takhtajan A. L. ","Iskopaemye tsvetkovye rastenija SSSR","1",NA,"65","1975","[Genus] Eoeuryale","seeds","04AEAFF4-D1D9-4CB9-9FE8-E4704C2A4E44",NA,NA,NA,NA,"Eoeuryale tymensis",NA,NA,NA,"1974",NA,NA,NA,NA
"Epacridicarpum Cretacea","Subgenus","[Genus] Epacridicarpum","Proskurin K. P. Vikulin S. V. ","Novyj vid Epacridicarpum rossicum (Epacridaceae) iz ranneoligotsenovoj flory sela Pasekova Voronezhskoj oblasti [1990]",NA,NA,"75",NA,"216","1990","[Genus] Epacridicarpum","fruits","7E847B07-1F04-40D6-BB96-32BE8D286069",NA,"Botanicheskii Zhurnal",NA,"2","Epacridicarpum cretaceum",NA,NA,NA,NA,NA,NA,NA,NA
"Epiphyton Sphaerophyton","Subgenus","[Genus] Epiphyton","Radugin K. V. Stepanova M. V. ","O nitchatykh vodoroslyakh dokembriya SZ chasti Vostochnogo Sayana [1964/6]","Khalfin L. L. ","Materialy po geologii i poleznym iskopaemym Zapadnoj Sibiri",NA,NA,"63","1964","[Genus] Epiphyton","thallus (calcareous)","9DA0FB57-2F36-DAEF-E59E-246B11EE503C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epiphyton Zonophytum","Subgenus","[Genus] Epiphyton","Radugin K. V. Stepanova M. V. ","O nitchatykh vodoroslyakh dokembriya SZ chasti Vostochnogo Sayana [1964/6]","Khalfin L. L. ","Materialy po geologii i poleznym iskopaemym Zapadnoj Sibiri",NA,NA,"63","1964","[Genus] Epiphyton","thallus (calcareous)","353B754C-0337-96FF-1618-3D0D21C21235",NA,NA,NA,NA,"Epiphyton periodicum",NA,NA,NA,NA,NA,NA,NA,NA
"Eurya Palaeocleyera","Subgenus","[Genus] Eurya","Mai D. H. Walther H. ","Die obereozänen Floren des Weißelster-Beckens und seiner Randgebiete [1985/7]",NA,NA,"33",NA,"74","1985","[Genus] Eurya","seeds","BF357495-CF88-FB9E-0C8A-34281CAFA7D9",NA,"Abhandlungen des Staatlichen Museums für Mineralogie und Geologie zu Dresden",NA,NA,"Eurya crassitesta",NA,NA,NA,NA,NA,NA,NA,NA
"Eurya Palaeocleyera","Subgenus","[Genus] Eurya","Knobloch E. Mai D. H. ","Monographie der Früchte und Samen in der Kreide von Mitteleuropa [1986/3]",NA,NA,NA,NA,"78","1986","[Genus] Eurya","seeds","E36E4DEC-DDF8-DC79-9FB4-A988B4155663",NA,"Rozpravy Ústředního ústavu geologického",NA,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites Atumescoidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"72","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","358A1B8C-8EFB-4A9E-9D3C-A2695777DC98","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites Basaloidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"70","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","30F0ABF1-62E9-4787-954D-717C467917BE","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites Conjunctoidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"69","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","D0844B80-067D-49FC-9602-A35FF253B5CB","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites Hemiperfectoidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"75","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","25EF3C12-3852-40A9-9845-DEAABA478FD9","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites lnterporoidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"73","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","E4F00DB5-EEA1-47E3-A1AC-226CADCBFC46","Weyland H. G. Krieger W. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites Nudoidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"71","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","7D8112B2-A7DD-4C26-8854-8F7469B0FF2D","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites Pertrudoidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"73","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","B70B3AF1-CAC4-480E-B0C4-A8BF167E8491","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extratriporopollenites Pompeckjoidae","Section","[Genus] Extratriporopollenites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"76","1953","[Genus] Extratriporopollenites","sporae dispersae (pollen)","0D411906-F7D3-429B-B91E-846B4310B39F","Pflug H. D. ","Palaeontographica",NA,"1-4","Extratriporopollenites pompeckji",NA,NA,NA,NA,NA,NA,NA,NA
"Filicites Dictyopteris","Section","[Genus] Filicites","Brongniart A. T. ","Observations sur les végétaux fossiles renfermés dans les grès de Hoer en Scanie [1825/2]",NA,NA,"4",NA,"207","1825","[Genus] Filicites","foliage","A82359F2-E9DD-44E4-9813-93513E70CE92",NA,"Annales des Sciences Naturelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filicites Glossopteris","Subgenus","[Genus] Filicites","Artis E. T. ","Antediluvian phytology [1825/9]","Artis E. T. ","Antediluvian phytology, illustrated by a collection of the fossil remains of plants, peculiar to the coal formations of Great Britain",NA,NA,"xi","1825",NA,NA,"4E279394-A5F0-BD98-CE70-6D58AA13DDDD",NA,NA,NA,NA,NA,NA,NA,"Filicites [Section] Glossopteris",NA,NA,NA,NA,NA
"Filicites Glossopteris","Section","[Genus] Filicites","Brongniart A. T. ","Sur la classification et la distribution des végétaux fossiles [1822/6]",NA,NA,"8",NA,"232","1822","[Genus] Filicites","sporophylls","F2D1CB3A-96EB-4FCC-9927-0F6AF4BA5EDB",NA,"Mémoires du Muséum d’Histoire Naturelle Paris",NA,"3","Filicites dubius",NA,NA,NA,NA,NA,NA,NA,NA
