"Name","Rank","Authors..Pub..","Publication","Journal","Issue","Page.number","Year","Parent.Taxon","Type","ID","Non.fossil","Original.spelling","Authors..Book.","Book","Volume","Authors..Name.","Fascicle","Annee.Jahrgang","Edition","Diagnosis"
"Capparaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"242","1789","[Order] Capparales","[Genus] Capparis","8987BDEC-4B7D-4889-8DD8-D45CACFF01B8","Yes","Capparides","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Capparales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"218","1819","[Class] Magnoliopsida","[Genus] Capparis","21773E62-F277-43E2-8481-80644D9288C6","Yes","Capparideae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Caprifoliaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"210","1789","[Order] Dipsacales",NA,"218F155C-9F59-4A96-B55F-470CE76CBB43","Yes","Caprifolia","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Capulitriletes","Subturma","Potonié R. ","Synopsis der Gattungen der Sporae dispersae I. Teil [1956/9]","Beihefte zum Geologischen Jahrbuch","23","53","1956",NA,NA,"23E14C98-8081-45CC-80E4-3932EBFFA42A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caracuboxylaceae","Family","Zalessky M. D. Tschirkova E. F. ","Observations sur deux végétaux nouveaux du Dévonien supérieur du basin Donetz [1930/12]","Izvestiya Akademii Nauk SSSR","10","1010, 1015","1930","[Order] Archaeopteridales","[Genus] Caracuboxylon","54BC301D-E39B-4138-AABF-C9AC3CDF5FD8",NA,"Caracuboxyleae",NA,NA,NA,NA,NA,"1930",NA,NA
"Cardioglosseae","Tribe","Koidzumi G. ","Zatsuroku [1936/5]","Acta Phytotaxonomica et Geobotanica","2","136","1936",NA,"[Genus] Cardioglossum","00C3440E-0F7A-4371-8AD1-406A361C32AC",NA,"Cardioglossieae",NA,NA,"5",NA,NA,NA,NA,NA
"Cardiolepidaceae","Family","Meyen S. V. ","Cardiolepidaceae - novoe permskoe semejstvo khvojnykh Severnoj Evrazii [1977/9]","Paleontologicheskii Zhurnal","3","135","1977","[Class] Peltaspermopsida","[Genus] Cardiolepis","BD452A97-F986-85EB-37DB-A9F8F809E379",NA,NA,NA,NA,NA,NA,NA,"1977",NA,NA
"Carpentieriaceae","Family","Zimmermann W. M. ","Die Phylogenie der Pflanzen [1959/10]",NA,NA,"437","1959","[Order] Carpentieriales",NA,"822C406D-ECC8-4709-9544-A09BE444B9E5",NA,NA,"Zimmermann W. M. ","Die Phylogenie der Pflanzen",NA,NA,NA,NA,"2",NA
"Carpentieriales","Order","Zimmermann W. M. ","Die Phylogenie der Pflanzen [1959/10]",NA,NA,"436–437","1959",NA,NA,"A87B07F0-5CBA-4B6B-9067-51B3537AFB91",NA,NA,"Zimmermann W. M. ","Die Phylogenie der Pflanzen",NA,NA,NA,NA,"2",NA
"Caryophyllaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,NA,"B2683B13-A9EB-49D0-B10E-B33F8D43E8F5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caryophyllales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"239","1819","[Class] Magnoliopsida",NA,"FA9F0C4C-8C7F-3C10-80F7-BD7B2B8B602B","Yes","Caryophyllaceae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Casuarinaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Casuarinales","[Genus] Casuarina","AC9B9F94-316B-4760-B285-6FE429D68AC3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Casuarinales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"261","1819","[Class] Magnoliopsida","[Genus] Casuarina","47EEF0B7-A054-4136-81D8-EC9BFFFF295A","Yes","Casuarineae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Catenaelleae","Tribe","Shuysky V. P. ","Zelyonye vodorosli (Chlorophyta) [1987/10]","Trudy Instituta geologii i geofiziki Sibirskogo otdeleniya Akademii Nauk SSSR","674","83","1987","[Family] Beresellaceae","[Genus] Catenaella","DB637B31-2832-FD3B-38E6-53CAE2342659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cathaysiopterideae","Tribe","Koidzumi G. ","Zatsuroku [1936/5]","Acta Phytotaxonomica et Geobotanica","2","137","1936",NA,"[Genus] Cathaysiopteris","D4C2300C-44C6-4011-9909-9433006CB122",NA,"Cathaysiopteridieae",NA,NA,"5",NA,NA,NA,NA,NA
"Caudatocorpaceae","Family","Thomas B. A. Brack-Hanes S. D. ","A new approach to family grouping in the lycophytes [1984/5]","Taxon","2","251","1984","[Order] Lepidocarpales","[Genus] Caudatocorpus","D99C85ED-9E22-FF85-A7BC-7F49DC8E4CD4",NA,"Caudatocarpaceae",NA,NA,"33",NA,NA,NA,NA,NA
"Caulerpaceae","Family",NA,NA,NA,NA,"C.Montagne Ann. Sci. Nat. Sér. 2 Bot. 9: 18. 1838",NA,"[Order] Codiales","[Genus] Caulerpa","E3D65C4C-3AEA-6CA9-C8DF-73A40E9E5A35","Yes","Caulerpeae",NA,NA,NA,NA,NA,NA,NA,NA
"Caulopteridaceae","Family","Endlicher S. L. Unger F. ","Grundzüge der Botanik [1843/3]",NA,NA,"412","1843","[Class] Marattiopsida","[Genus] Caulopteris","E0D37552-167B-4A0B-9F4F-8324A3B72047",NA,"Caulopterides","Unger F. Endlicher S. L. ","Grundzüge der Botanik",NA,"Unger F. ",NA,NA,NA,NA
"Caulopterides","Unranked","Potonié H. ","Über die fossilen Filicales im Allgemeinen und die Reste derselben zweifelhafter Verwandtschaft [1900/10]",NA,NA,"505","1900",NA,"[Genus] Caulopteris","73F90639-92F7-463E-B823-F0E54B0F6D82",NA,NA,"Engler A. Prantl K. A. E. ","Die natürlichen Pflanzenfamilien","Abtheilung IV",NA,"204",NA,"Teil I",NA
"Caytoniaceae","Family","Kräusel R. ","Fossile Cycadaceae und Verwandte, Klasse Bennettitales [1926/2]",NA,NA,"98","1926","[Order] Caytoniales","[Genus] Caytonia","727CF73D-96DF-49E7-99C4-D8A5AEDDDBA7",NA,NA,"Engler A. Prantl K. A. E. ","Die natürlichen Pflanzenfamilien","13",NA,NA,NA,"2",NA
"Caytoniales","Order","Wulf E. V. ","Pervye ""pokrytosemjannye' [1926/12]","Priroda","11-12","95","1926","[Class] Caytoniopsida","[Genus] Caytonia","5F638E8E-BED6-43CE-9B87-24C275C7A0CC",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA
"Caytoniophytina","Subphylum","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"xxi","2001",NA,NA,"8955E33F-A4F5-4738-A438-55218C016D77",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Caytoniopsida","Class","Thomas H. H. ","The Caytoniales, a new group of angiospermous plants from the Jurassic rocks of Yorkshire [1925/2]","Philosophical transactions of the Royal Society of London","407","339, 356, 354 [rank]","1925",NA,"[Genus] Caytonia","3CD72F77-CF28-4D0B-B54B-1EB8A87C12ED",NA,"Caytoniales",NA,NA,"213",NA,NA,NA,NA,NA
"Cecilanthaceae","Family","Doweld A. B. ","New names of fossil Nymphaeaceae and allied forms [2022/11]","Geophytology","1–2","5","2022","[Order] Magnoliales","[Genus] Cecilanthus","2069BAA6-65DB-4956-0B45-5FDA44C8B077",NA,NA,NA,NA,"52",NA,NA,NA,NA,NA
"Celastraceae","Family",NA,"Not defined (in editing)",NA,NA,"in Flinders, Voy. Terra Austr. 2: 554. 1814",NA,"[Order] Celastrales","[Genus] Celastrus","4C1F7D04-61E2-4170-873E-06B78B6C72F8","Yes",NA,NA,NA,NA,"Brown R. ",NA,NA,NA,NA
"Celastrales","Order",NA,"Not defined (in editing)",NA,NA,"Handb. 2: 115. 1831",NA,"[Class] Magnoliopsida","[Genus] Celastrus","59A59BEB-D9E4-4786-84EA-0928DA19AB11","Yes",NA,NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Cephalotaxaceae","Family",NA,"Not defined (in editing)",NA,NA,"23, 30",NA,"[Order] Cephalotaxales","[Genus] Cephalotaxus","92024718-98E0-4870-91CF-89F4067E794B","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalotaxales","Order",NA,"Not defined (in editing)",NA,NA,"175",NA,"[Subclass] Taxidae","[Genus] Cephalotaxus","16B0806B-4612-479A-AEB0-9F5749ACAD4E","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalothecaceae","Family","Němejc F. ","The natural systematic of plants in the light of the present palaeontological documents [1950/12]","Sborník Národního Muzea v Praze","3","80","1950","[Order] Rhacophytales","[Genus] Cephalotheca","BD0835C6-BD4C-4BFA-D479-103C8CEB91DF",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"Ceratophyllaceae","Family","Gray S. F. ","A natural arrangement of British plants [1822/1]",NA,NA,"395, 554","1822","[Order] Ceratophyllales","[Genus] Ceratophyllum","7DD67EAE-E7F2-8E8F-F014-EE775E75AED2","Yes","Ceratophyllae","Gray S. F. ","A natural arrangement of British plants, according to their relations to each other, as pointed out by Jussieu, De Candolle, Brown, & c. including those cultivated for use; with an introduction to botany, in which the terms newly introduced are explained; illustrated by figures.","2",NA,NA,NA,NA,NA
"Ceratophyllales","Order",NA,"Not defined (in editing)",NA,NA,"Handb. 2: 406. 1831",NA,"[Subclass] Ceratophyllidae","[Genus] Ceratophyllum","097B5FF7-9964-8354-CBB1-3D51087B53FC","Yes","Ceratophylleae",NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Ceratophyllidae","Subclass","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"xxv","2001","[Class] Magnoliopsida","[Genus] Ceratophyllum","3E4CA9E3-C5DE-F377-CBFF-828A25D20729","Yes",NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Ceratopteridaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Pteridales",NA,"FBEC9213-6C71-4591-9D6D-E4FE6EFF6387","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cercidiphyllaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Cercidiphyllales","[Genus] Cercidiphyllum","88CFAD57-66F1-45C5-81C9-82FF37B98C29","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cercidiphyllales","Order",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Class] Magnoliopsida","[Genus] Cercidiphyllum","99A81DE7-064F-4C50-B822-59C1878C531D","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chabakoviaceae","Family","Korde K. B. ","Vodorosli kembrija [1973/11]","Trudy Paleontologicheskogo Instituta Akademii Nauk SSSR",NA,"151","1973",NA,"[Genus] Chabakovia","D2939047-75EA-4C5C-A4C2-26295146396A",NA,NA,NA,NA,"139",NA,NA,NA,NA,NA
"Chakassiophytopsida","Class","Ananiev A. R. Zakharova T. V. ","K voprosu o sistematike, filogenii i stratigraficheskom znachenii devonskikh rastenij Sibiri [1992]",NA,NA,"4, [3]","1992","[Phylum] Zosterophyllophyta","[Genus] Chakassiophyton","4BAE8FCD-3F27-DC05-AED6-4511C4349299",NA,"Chakassiopsida","Podobina V. M. ","Materialy po paleontologii i stratigrafii Zapadnoj Sibiri",NA,NA,NA,NA,NA,NA
"Chaloneriaceae","Family","Pigg K. B. Rothwell G. W. ","Megagametophyte development in the Chaloneriaceae fam. nov., permineralized Paleozoic Isoetales (Lycopsida) [1983/6]","Botanical Gazette","2","300","1983","[Subclass] Isoetidae","[Genus] Chaloneria","CB233A9D-9457-BDAC-626C-8C8EB65E4B25",NA,NA,NA,NA,"144",NA,NA,NA,NA,NA
"Characeae","Family",NA,"Not defined (in editing)",NA,NA,"W.J. Hooker, Fl. Scot. 2: 108. 1821",NA,"[Order] Charales","[Genus] Chara","6DD4FD4F-114D-4EF1-92FF-9613D2AD3ACA","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"271","1819","[Class] Charophyceae","[Genus] Chara","34960B65-D6FF-47B9-9E7B-E37B8CCE40CD","Yes","Charae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Charophyceae","Class","Körber G. W. ","Grundriss der Kryptogamen-Kunde [1848/8]",NA,NA,"93","1848","[Phylum] Charophyta","[Genus] Chara","5AE2C7B7-0F06-46C1-A676-49DF1B6A538E","Yes","Characeae","Körber G. W. ","Grundriss der Kryptogamen-Kunde",NA,NA,NA,NA,NA,NA
"Charophyta","Phylum","Häckel E. ","Generelle Morphologie der Organismen [1866/11]",NA,NA,"xxv","1866","[Regnum] Chlorobiota","[Genus] Chara","9EEEF748-2804-4205-B5F9-81E98ED9EE34","Yes",NA,"Häckel E. ","Generelle Morphologie der Organismen","2",NA,NA,NA,NA,NA
"Cheirocladaceae","Family","Naugolnykh S. V. ","Foliar seed-bearing organs of Paleozoic ginkgophytes and the early evolution of the Ginkgoales [2007/11]","Paleontological Journal","8","824","2007","[Phylum] Ginkgophyta","[Genus] Cheirocladus","5E5CB1FE-4B37-B0EF-EF89-D220CCFA8FF6",NA,NA,NA,NA,"41",NA,NA,NA,NA,"Seed-bearing organs consist of planate foliar systems (ovuliphores) having distal lobe-shaped extensions. Seed scars corresponding to places of seed attachment disposed on abaxial surface of extensions in their apical parts. Leaves of morphological types Sphenobaiera, Baiera, and Mauerites."
"Cheirolepidiaceae","Family","Turutanova-Ketova A. I. ","Semejstvo Cheirolepidiaceae (= Cheirolepidaceae) Hirmer und Hörhammer, 1934 [1963/11]",NA,NA,"249","1963","[Order] Cheirolepidiales","[Genus] Cheirolepidium","2079DF45-8155-4BC2-A261-B48361DE2438",NA,NA,"Orlov Yu. A. ","Osnovy Paleontologii","[15]",NA,NA,NA,NA,NA
"Cheirolepidiaceae","Family","Doludenko M. P. ","Rod Frenelopsis (Coniferales) i ego nakhodki v melu SSSR [1978/9]","Paleontologicheskii Zhurnal","3","116","1978","[Order] Cheirolepidiales","[Genus] Cheirolepidium","3C5EB185-3F0D-4EDD-B341-74EE22E455E3",NA,NA,NA,NA,NA,"Takhtajan A. L. ",NA,"1978",NA,NA
"Cheirolepidiaceae","Family","Kryshtofovich A. N. ","Paleobotanika [1957/7]",NA,NA,"338","1957","[Order] Cheirolepidiales","[Genus] Cheirolepidium","CD41626E-57C8-4AB5-84D3-BE458CC96530",NA,NA,"Kryshtofovich A. N. ","Paleobotanika",NA,"Takhtajan A. L. ",NA,NA,"4",NA
"Cheirolepidiales","Order","Anderson J. M. Anderson H. M. Cleal C. J. ","Brief history of the Gymnosperms: classification, biodiversity, phytogeography and ecology [2007/10]","Strelitzia","20","118","2007","[Class] Voltziopsida","[Genus] Cheirolepidium","EF9F0990-34BE-4143-AD3E-9ABCA69EF487",NA,NA,NA,NA,NA,"Anderson J. M. Anderson H. M. ",NA,NA,NA,NA
"Cheirolepidiineae","Suborder","Hluštík A. ","Frenelopsidaceae fam. nov., a group of highly specialized Classopollis-producing conifers [1987/12]","Acta Palaeobotanica","2","4","1987","[Order] Cheirolepidiales","[Genus] Cheirolepidium","3CA4BEDD-11EB-AD57-61BA-86D024619B1F",NA,NA,NA,NA,"27",NA,NA,NA,NA,NA
"Cheiropleuriaceae","Family",NA,"Not defined (in editing)",NA,NA,"Bot. Mag. Tokyo 42: 210. 1928",NA,"[Order] Dipteridales","[Genus] Cheiropleuria","3F7AD7D3-8F70-49EA-ACAC-3F7F44D2836E","Yes",NA,NA,NA,NA,"Nakai T. ",NA,NA,NA,NA
"Cheirostrobaceae","Family","Scott D. H. ","Palaeobotany. Palaeozoic [1902/11]",NA,NA,"413","1902","[Order] Cheirostrobales","[Genus] Cheirostrobus","454C6DC8-CDE3-C24A-0FA4-FC925A84E466",NA,"Cheirostrobeae",NA,"Encyclopaedia Britannica","7(New)",NA,NA,NA,"9",NA
"Cheirostrobales","Order","Zimmermann W. M. ","Die Phylogenie der Pflanzen [1930/3]",NA,NA,"165","1930","[Class] Cheirostrobopsida","[Genus] Cheirostrobus","C19A3454-A42E-47FE-9F09-053A353CF048",NA,NA,"Zimmermann W. M. ","Die Phylogenie der Pflanzen; ein Überblick über Tatsachen und Probleme",NA,NA,NA,NA,NA,NA
"Cheirostrobidae","Subclass","Engler A. ","Syllabus der Pflanzenfamilien [1924/11]",NA,NA,"108","1924","[Class] Cheirostrobopsida","[Genus] Cheirostrobus","19C3344A-59B0-4D84-A8CD-93EE504A4E28",NA,"Cheirostrobales","Engler A. ","Syllabus der Pflanzenfamilien",NA,"Gilg E. F. ",NA,NA,"9-10",NA
"Cheirostrobineae","Unranked","Lilpop J. ","Nowe rośliny permokarbońskich skał w Polsce I [1937/1-5]","Bulletin international de l’Académie Polonaise des Sciences et des Lettres","1-5","9","1937","[Order] Cheirostrobales","[Genus] Cheirostrobus","EF66490B-BF7B-0516-19B3-AEFA4F24EA61",NA,NA,NA,NA,NA,NA,NA,"1937",NA,NA
"Cheirostrobopsida","Class","Kryshtofovich A. N. ","Kurs Paleobotaniki [1928/11]",NA,NA,"89-90","1928","[Phylum] Sphenophyllophyta","[Genus] Cheirostrobus","2F51BE34-5D36-4861-8CDF-94E2704659A8",NA,"Cheirostrobales","Kryshtofovich A. N. ","Kurs Paleobotaniki",NA,NA,NA,NA,NA,NA
"Chenopodiaceae","Family",NA,"Not defined (in editing)",NA,NA,"Ventenat, Tabl. Règn. Vég. 2: 253. 1799",NA,"[Order] Caryophyllales",NA,"D50829C5-418A-4E95-9EB5-DA70AABDC903","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chloranthaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,NA,"F127B0D1-C6E9-48CC-B1B1-DBF7A4D20443","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorobiota","Regnum","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"lxxiii","2001",NA,NA,"EF4969D8-0B31-F105-788C-65306EEE1AAB","Yes",NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Chlorococcophyta","Phylum","Engler A. ","Syllabus der Pflanzenfamilien [1903/3]",NA,NA,"11","1903","[Unranked] Algae",NA,"A9705BB3-0B8D-39C2-C0A9-80334535F5BE",NA,"Chlorophyceae","Engler A. ","Syllabus der Pflanzenfamilien",NA,NA,NA,NA,"3",NA
"Chorionopterides","Unranked","Corda A. K. ","Beiträge zur Flora der Vorwelt [1845/10]",NA,NA,"89","1845","[Family] Gleicheniaceae","[Genus] Chorionopteris","EED90376-AB12-1F95-21B6-30FBA2650485",NA,NA,"Corda A. K. ","Beiträge zur Flora der Vorwelt",NA,NA,NA,NA,NA,NA
"Chovanellaceae","Family","Grambast L. ","Classification de l'embranchement des Charophytes [1963/10-12]","Naturalia Monspeliensia","14","64","1963","[Order] Sycidiales","[Genus] Chovanella","DC42A5F1-FBED-4555-8044-CBB0BC5D6D73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chovanellales","Order","Conkin J. E. Conkin B. M. ","North American primitive Paleozoic charophytes and descendants [1977/3]",NA,NA,"180","1977","[Class] Charophyceae","[Genus] Chovanella","25611146-8F0A-47A9-9543-54DBDBE61CC5",NA,NA,"Romans R. C. ","Geobotany",NA,NA,NA,NA,NA,NA
"Chrysobalanaceae","Family",NA,"Not defined (in editing)",NA,NA,"in Tuckey, Narr. Exped. Zaïre: 433. 1818",NA,"[Order] Chrysobalanales","[Genus] Chrysobalanus","91BD2736-7D47-41C0-8173-17A3EC13F644","Yes",NA,NA,NA,NA,"Brown R. ",NA,NA,NA,NA
"Chrysobalanales","Order",NA,NA,NA,NA,"Handb. 2: 72. 1831",NA,"[Class] Magnoliopsida","[Genus] Chrysobalanus","99236BF8-12D1-16CE-2648-C03E9A159DBC","Yes","Chrysobalaneae",NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Chuariaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Regnum] Prokaryota","[Genus] Chuaria","8F559A28-61B5-9E0A-5B60-1CC9CF177355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chytridiomycetes","Class",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Regnum] Fungi",NA,"53AC46FA-0633-47C2-BBE7-BE36EDBA470B","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cingulariaceae","Family","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"vi","2001","[Class] Sphenophyllopsida","[Genus] Cingularia","E9DB9F04-4085-41F8-BBD9-A83E5DCE811D",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Cingulati","Unranked","Potonié R. Klaus W. ","Einige Sporengattungen des alpinen Salzgebirges [1954/4]","Geologisches Jahrbuch",NA,"525","1954","[Subturma] Zonotriletes",NA,"2EB41470-A704-B881-E0B6-576E73857786",NA,NA,NA,NA,"68","Potonié R. ",NA,NA,NA,NA
"Cingulicamerati","Infraturma","Neves R. Owens B. ","Some Namurian camerate miospores from the English Pennines [1966]","Pollen et Spores","2","358","1966","[Subturma] Membranatitriletes",NA,"28F67C58-02AB-47D0-800A-0A287BF8283A",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA
"Circumstriatiti","Infraturma","Lele K. M. Makada R. ","Studies in the Talchir Flora of India - 7 [1972/9]","Geophytology","1","60","1972",NA,NA,"F320DED2-D132-1C37-34FF-C0B51D1B36C4",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"Cistaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"294","1789",NA,"[Genus] Cistus","1C464247-5752-B0C3-9212-F53A099E9EBC","Yes","Cisti","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Cistales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"220","1819","[Class] Magnoliopsida","[Genus] Cistus","BCC20E63-B8AC-B80D-69F4-0DA9F1E4CF2F","Yes","Cisti","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Cladophoraceae","Family",NA,"Not defined (in editing)",NA,NA,"in Warming, Haandb. Syst. Bot.: 30. 1884",NA,"[Order] Cladophorales","[Genus] Cladophora","502C921B-176D-0EB9-1F63-8E0D49425D8A","Yes",NA,NA,NA,NA,"Wille N. ",NA,NA,NA,NA
"Cladophorales","Order",NA,NA,NA,NA,"Lehrb. Bot. ed. 5: 131. 1884",NA,"[Class] Siphonocladophyceae","[Genus] Cladophora","ABBBCF19-1A47-D7EE-18B4-88EB8B277D84","Yes","Cladophorinae",NA,NA,NA,"Prantl K. A. E. ",NA,NA,NA,NA
"Cladoxylaceae","Family","Richter R. Unger F. ","Beitrag zur Paläontologie des Thüringer Waldes [1856/6]","Denkschriften der Kaiserlichen Akademie der Wissenschaften Wien","Abtheilung 1","178","1856","[Order] Cladoxylales","[Genus] Cladoxylon","3B77239C-F910-43A1-8752-DB1616D9F054",NA,"Cladoxyleae",NA,NA,"11","Unger F. ",NA,NA,NA,NA
"Cladoxylaceae","Family","Unger F. ","Zur Flora des Cypridinenschiefers [1854/8]","Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften Wien","4","600","1854","[Order] Cladoxylales","[Genus] Cladoxylon","D6131001-A2ED-BBD2-CC13-899B0A1D1A6E",NA,"Cladoxyleae",NA,NA,"12","Unger F. ",NA,"1854",NA,NA
"Cladoxylales","Order","Zimmermann W. M. ","Die Phylogenie der Pflanzen [1930/3]",NA,NA,"185","1930",NA,NA,"A1D4FEF2-843C-415D-A6D1-74691FDFF909",NA,NA,"Zimmermann W. M. ","Die Phylogenie der Pflanzen; ein Überblick über Tatsachen und Probleme",NA,NA,NA,NA,NA,NA
"Cladoxyleae","Unranked","Potonié H. ","Cycadofilices [1902/2]",NA,NA,"782","1902",NA,"[Genus] Cladoxylon","4D876C1E-354A-43BE-B920-E4ACFCBCAB8B",NA,NA,"Engler A. Prantl K. A. E. ","Die natürlichen Pflanzenfamilien","Abtheilung IV",NA,NA,NA,"Teil I",NA
"Cladoxylidae","Subclass","Němejc F. ","Paleobotanika [1963/7]",NA,NA,"236","1963",NA,NA,"4C3500F2-CD81-4EEC-BE91-BA527A7CD344",NA,NA,"Němejc F. ","Paleobotanika","2",NA,NA,NA,NA,NA
"Cladoxylophyta","Phylum","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"vii","2001","[Superphylum] Pteridophytanae","[Genus] Cladoxylon","CF225DA8-F864-46D8-B25D-FD158AE59C26",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Cladoxylopsida","Class","Novák F. A. ","Systematická botanika [1930]",NA,NA,"360","1930","[Phylum] Cladoxylophyta","[Genus] Cladoxylon","82473123-6A2C-4BB7-BBB0-3CE0E596F580",NA,"Cladoxylinae","Novák F. A. ","Rostlinopis","8",NA,"7",NA,NA,NA
"Claracrustoideae","Subfamily","Vachard D. Hauser M. Martini R. Zaninetti L. Matter A. Peters T. ","New algae and problematica of algal affinity from the Permian of the Aseelah Unit of the Batain plain (East Oman) [2001/11]","Geobios","4","393","2001","[Family] Donezellaceae","[Genus] Claracrusta","70C5D11B-F0ED-F63D-69FF-E8C30E7C9FC9",NA,"Claracrustinae",NA,NA,"34","Vachard D. ",NA,NA,NA,"Encrusting colonies; skeletal elements composed of large horizontal laminae and sometimes vertical pillars; erected parts can exist in some species of Claracrusta; wall yellowish, calcitic, hyaline, sometimes weakly differentiated as in Donezella."
